virus,material,treatment,time,treatment_end_time,dilution,replicate,trial_unique_id,control_index,replicate_set_id,titer_id,virus_detect
SARS-CoV-2,N95 mask,Control,0,99999,0,1,1,1,1,1,1
SARS-CoV-2,N95 mask,Control,0,99999,0,1,1,1,1,1,1
SARS-CoV-2,N95 mask,Control,0,99999,0,1,1,1,1,1,1
SARS-CoV-2,N95 mask,Control,0,99999,0,1,1,1,1,1,1
SARS-CoV-2,N95 mask,Control,0,99999,-1,1,1,1,1,1,1
SARS-CoV-2,N95 mask,Control,0,99999,-1,1,1,1,1,1,1
SARS-CoV-2,N95 mask,Control,0,99999,-1,1,1,1,1,1,1
SARS-CoV-2,N95 mask,Control,0,99999,-1,1,1,1,1,1,1
SARS-CoV-2,N95 mask,Control,0,99999,-2,1,1,1,1,1,1
SARS-CoV-2,N95 mask,Control,0,99999,-2,1,1,1,1,1,1
SARS-CoV-2,N95 mask,Control,0,99999,-2,1,1,1,1,1,1
SARS-CoV-2,N95 mask,Control,0,99999,-2,1,1,1,1,1,1
SARS-CoV-2,N95 mask,Control,0,99999,-3,1,1,1,1,1,1
SARS-CoV-2,N95 mask,Control,0,99999,-3,1,1,1,1,1,1
SARS-CoV-2,N95 mask,Control,0,99999,-3,1,1,1,1,1,0
SARS-CoV-2,N95 mask,Control,0,99999,-3,1,1,1,1,1,1
SARS-CoV-2,N95 mask,Control,0,99999,-4,1,1,1,1,1,0
SARS-CoV-2,N95 mask,Control,0,99999,-4,1,1,1,1,1,0
SARS-CoV-2,N95 mask,Control,0,99999,-4,1,1,1,1,1,0
SARS-CoV-2,N95 mask,Control,0,99999,-4,1,1,1,1,1,0
SARS-CoV-2,N95 mask,Control,0,99999,-5,1,1,1,1,1,0
SARS-CoV-2,N95 mask,Control,0,99999,-5,1,1,1,1,1,0
SARS-CoV-2,N95 mask,Control,0,99999,-5,1,1,1,1,1,0
SARS-CoV-2,N95 mask,Control,0,99999,-5,1,1,1,1,1,0
SARS-CoV-2,N95 mask,Control,0,99999,-6,1,1,1,1,1,0
SARS-CoV-2,N95 mask,Control,0,99999,-6,1,1,1,1,1,0
SARS-CoV-2,N95 mask,Control,0,99999,-6,1,1,1,1,1,0
SARS-CoV-2,N95 mask,Control,0,99999,-6,1,1,1,1,1,0
SARS-CoV-2,N95 mask,Control,0,99999,-7,1,1,1,1,1,0
SARS-CoV-2,N95 mask,Control,0,99999,-7,1,1,1,1,1,0
SARS-CoV-2,N95 mask,Control,0,99999,-7,1,1,1,1,1,0
SARS-CoV-2,N95 mask,Control,0,99999,-7,1,1,1,1,1,0
SARS-CoV-2,N95 mask,Control,0.0166666666666667,99999,0,1,1,1,2,2,1
SARS-CoV-2,N95 mask,Control,0.0166666666666667,99999,0,1,1,1,2,2,1
SARS-CoV-2,N95 mask,Control,0.0166666666666667,99999,0,1,1,1,2,2,1
SARS-CoV-2,N95 mask,Control,0.0166666666666667,99999,0,1,1,1,2,2,1
SARS-CoV-2,N95 mask,Control,0.0166666666666667,99999,-1,1,1,1,2,2,1
SARS-CoV-2,N95 mask,Control,0.0166666666666667,99999,-1,1,1,1,2,2,1
SARS-CoV-2,N95 mask,Control,0.0166666666666667,99999,-1,1,1,1,2,2,1
SARS-CoV-2,N95 mask,Control,0.0166666666666667,99999,-1,1,1,1,2,2,1
SARS-CoV-2,N95 mask,Control,0.0166666666666667,99999,-2,1,1,1,2,2,1
SARS-CoV-2,N95 mask,Control,0.0166666666666667,99999,-2,1,1,1,2,2,1
SARS-CoV-2,N95 mask,Control,0.0166666666666667,99999,-2,1,1,1,2,2,1
SARS-CoV-2,N95 mask,Control,0.0166666666666667,99999,-2,1,1,1,2,2,1
SARS-CoV-2,N95 mask,Control,0.0166666666666667,99999,-3,1,1,1,2,2,1
SARS-CoV-2,N95 mask,Control,0.0166666666666667,99999,-3,1,1,1,2,2,1
SARS-CoV-2,N95 mask,Control,0.0166666666666667,99999,-3,1,1,1,2,2,1
SARS-CoV-2,N95 mask,Control,0.0166666666666667,99999,-3,1,1,1,2,2,1
SARS-CoV-2,N95 mask,Control,0.0166666666666667,99999,-4,1,1,1,2,2,0
SARS-CoV-2,N95 mask,Control,0.0166666666666667,99999,-4,1,1,1,2,2,0
SARS-CoV-2,N95 mask,Control,0.0166666666666667,99999,-4,1,1,1,2,2,0
SARS-CoV-2,N95 mask,Control,0.0166666666666667,99999,-4,1,1,1,2,2,0
SARS-CoV-2,N95 mask,Control,0.0166666666666667,99999,-5,1,1,1,2,2,1
SARS-CoV-2,N95 mask,Control,0.0166666666666667,99999,-5,1,1,1,2,2,0
SARS-CoV-2,N95 mask,Control,0.0166666666666667,99999,-5,1,1,1,2,2,0
SARS-CoV-2,N95 mask,Control,0.0166666666666667,99999,-5,1,1,1,2,2,0
SARS-CoV-2,N95 mask,Control,0.0166666666666667,99999,-6,1,1,1,2,2,0
SARS-CoV-2,N95 mask,Control,0.0166666666666667,99999,-6,1,1,1,2,2,0
SARS-CoV-2,N95 mask,Control,0.0166666666666667,99999,-6,1,1,1,2,2,0
SARS-CoV-2,N95 mask,Control,0.0166666666666667,99999,-6,1,1,1,2,2,0
SARS-CoV-2,N95 mask,Control,0.0166666666666667,99999,-7,1,1,1,2,2,0
SARS-CoV-2,N95 mask,Control,0.0166666666666667,99999,-7,1,1,1,2,2,0
SARS-CoV-2,N95 mask,Control,0.0166666666666667,99999,-7,1,1,1,2,2,0
SARS-CoV-2,N95 mask,Control,0.0166666666666667,99999,-7,1,1,1,2,2,0
SARS-CoV-2,N95 mask,Control,0.166666666666667,99999,0,1,1,1,3,3,1
SARS-CoV-2,N95 mask,Control,0.166666666666667,99999,0,1,1,1,3,3,1
SARS-CoV-2,N95 mask,Control,0.166666666666667,99999,0,1,1,1,3,3,1
SARS-CoV-2,N95 mask,Control,0.166666666666667,99999,0,1,1,1,3,3,1
SARS-CoV-2,N95 mask,Control,0.166666666666667,99999,-1,1,1,1,3,3,1
SARS-CoV-2,N95 mask,Control,0.166666666666667,99999,-1,1,1,1,3,3,1
SARS-CoV-2,N95 mask,Control,0.166666666666667,99999,-1,1,1,1,3,3,1
SARS-CoV-2,N95 mask,Control,0.166666666666667,99999,-1,1,1,1,3,3,1
SARS-CoV-2,N95 mask,Control,0.166666666666667,99999,-2,1,1,1,3,3,1
SARS-CoV-2,N95 mask,Control,0.166666666666667,99999,-2,1,1,1,3,3,1
SARS-CoV-2,N95 mask,Control,0.166666666666667,99999,-2,1,1,1,3,3,1
SARS-CoV-2,N95 mask,Control,0.166666666666667,99999,-2,1,1,1,3,3,1
SARS-CoV-2,N95 mask,Control,0.166666666666667,99999,-3,1,1,1,3,3,1
SARS-CoV-2,N95 mask,Control,0.166666666666667,99999,-3,1,1,1,3,3,1
SARS-CoV-2,N95 mask,Control,0.166666666666667,99999,-3,1,1,1,3,3,1
SARS-CoV-2,N95 mask,Control,0.166666666666667,99999,-3,1,1,1,3,3,1
SARS-CoV-2,N95 mask,Control,0.166666666666667,99999,-4,1,1,1,3,3,0
SARS-CoV-2,N95 mask,Control,0.166666666666667,99999,-4,1,1,1,3,3,0
SARS-CoV-2,N95 mask,Control,0.166666666666667,99999,-4,1,1,1,3,3,0
SARS-CoV-2,N95 mask,Control,0.166666666666667,99999,-4,1,1,1,3,3,0
SARS-CoV-2,N95 mask,Control,0.166666666666667,99999,-5,1,1,1,3,3,0
SARS-CoV-2,N95 mask,Control,0.166666666666667,99999,-5,1,1,1,3,3,0
SARS-CoV-2,N95 mask,Control,0.166666666666667,99999,-5,1,1,1,3,3,0
SARS-CoV-2,N95 mask,Control,0.166666666666667,99999,-5,1,1,1,3,3,0
SARS-CoV-2,N95 mask,Control,0.166666666666667,99999,-6,1,1,1,3,3,0
SARS-CoV-2,N95 mask,Control,0.166666666666667,99999,-6,1,1,1,3,3,0
SARS-CoV-2,N95 mask,Control,0.166666666666667,99999,-6,1,1,1,3,3,0
SARS-CoV-2,N95 mask,Control,0.166666666666667,99999,-6,1,1,1,3,3,0
SARS-CoV-2,N95 mask,Control,0.166666666666667,99999,-7,1,1,1,3,3,0
SARS-CoV-2,N95 mask,Control,0.166666666666667,99999,-7,1,1,1,3,3,0
SARS-CoV-2,N95 mask,Control,0.166666666666667,99999,-7,1,1,1,3,3,0
SARS-CoV-2,N95 mask,Control,0.166666666666667,99999,-7,1,1,1,3,3,0
SARS-CoV-2,N95 mask,Control,0.5,99999,0,1,1,1,4,4,1
SARS-CoV-2,N95 mask,Control,0.5,99999,0,1,1,1,4,4,1
SARS-CoV-2,N95 mask,Control,0.5,99999,0,1,1,1,4,4,1
SARS-CoV-2,N95 mask,Control,0.5,99999,0,1,1,1,4,4,1
SARS-CoV-2,N95 mask,Control,0.5,99999,-1,1,1,1,4,4,1
SARS-CoV-2,N95 mask,Control,0.5,99999,-1,1,1,1,4,4,1
SARS-CoV-2,N95 mask,Control,0.5,99999,-1,1,1,1,4,4,1
SARS-CoV-2,N95 mask,Control,0.5,99999,-1,1,1,1,4,4,1
SARS-CoV-2,N95 mask,Control,0.5,99999,-2,1,1,1,4,4,1
SARS-CoV-2,N95 mask,Control,0.5,99999,-2,1,1,1,4,4,1
SARS-CoV-2,N95 mask,Control,0.5,99999,-2,1,1,1,4,4,1
SARS-CoV-2,N95 mask,Control,0.5,99999,-2,1,1,1,4,4,1
SARS-CoV-2,N95 mask,Control,0.5,99999,-3,1,1,1,4,4,1
SARS-CoV-2,N95 mask,Control,0.5,99999,-3,1,1,1,4,4,1
SARS-CoV-2,N95 mask,Control,0.5,99999,-3,1,1,1,4,4,1
SARS-CoV-2,N95 mask,Control,0.5,99999,-3,1,1,1,4,4,0
SARS-CoV-2,N95 mask,Control,0.5,99999,-4,1,1,1,4,4,0
SARS-CoV-2,N95 mask,Control,0.5,99999,-4,1,1,1,4,4,0
SARS-CoV-2,N95 mask,Control,0.5,99999,-4,1,1,1,4,4,0
SARS-CoV-2,N95 mask,Control,0.5,99999,-4,1,1,1,4,4,0
SARS-CoV-2,N95 mask,Control,0.5,99999,-5,1,1,1,4,4,0
SARS-CoV-2,N95 mask,Control,0.5,99999,-5,1,1,1,4,4,0
SARS-CoV-2,N95 mask,Control,0.5,99999,-5,1,1,1,4,4,0
SARS-CoV-2,N95 mask,Control,0.5,99999,-5,1,1,1,4,4,0
SARS-CoV-2,N95 mask,Control,0.5,99999,-6,1,1,1,4,4,0
SARS-CoV-2,N95 mask,Control,0.5,99999,-6,1,1,1,4,4,0
SARS-CoV-2,N95 mask,Control,0.5,99999,-6,1,1,1,4,4,0
SARS-CoV-2,N95 mask,Control,0.5,99999,-6,1,1,1,4,4,0
SARS-CoV-2,N95 mask,Control,0.5,99999,-7,1,1,1,4,4,0
SARS-CoV-2,N95 mask,Control,0.5,99999,-7,1,1,1,4,4,0
SARS-CoV-2,N95 mask,Control,0.5,99999,-7,1,1,1,4,4,0
SARS-CoV-2,N95 mask,Control,0.5,99999,-7,1,1,1,4,4,0
SARS-CoV-2,N95 mask,Control,1,99999,0,1,1,1,5,5,1
SARS-CoV-2,N95 mask,Control,1,99999,0,1,1,1,5,5,1
SARS-CoV-2,N95 mask,Control,1,99999,0,1,1,1,5,5,1
SARS-CoV-2,N95 mask,Control,1,99999,0,1,1,1,5,5,1
SARS-CoV-2,N95 mask,Control,1,99999,-1,1,1,1,5,5,1
SARS-CoV-2,N95 mask,Control,1,99999,-1,1,1,1,5,5,1
SARS-CoV-2,N95 mask,Control,1,99999,-1,1,1,1,5,5,1
SARS-CoV-2,N95 mask,Control,1,99999,-1,1,1,1,5,5,1
SARS-CoV-2,N95 mask,Control,1,99999,-2,1,1,1,5,5,1
SARS-CoV-2,N95 mask,Control,1,99999,-2,1,1,1,5,5,1
SARS-CoV-2,N95 mask,Control,1,99999,-2,1,1,1,5,5,1
SARS-CoV-2,N95 mask,Control,1,99999,-2,1,1,1,5,5,1
SARS-CoV-2,N95 mask,Control,1,99999,-3,1,1,1,5,5,0
SARS-CoV-2,N95 mask,Control,1,99999,-3,1,1,1,5,5,1
SARS-CoV-2,N95 mask,Control,1,99999,-3,1,1,1,5,5,0
SARS-CoV-2,N95 mask,Control,1,99999,-3,1,1,1,5,5,1
SARS-CoV-2,N95 mask,Control,1,99999,-4,1,1,1,5,5,0
SARS-CoV-2,N95 mask,Control,1,99999,-4,1,1,1,5,5,0
SARS-CoV-2,N95 mask,Control,1,99999,-4,1,1,1,5,5,0
SARS-CoV-2,N95 mask,Control,1,99999,-4,1,1,1,5,5,0
SARS-CoV-2,N95 mask,Control,1,99999,-5,1,1,1,5,5,0
SARS-CoV-2,N95 mask,Control,1,99999,-5,1,1,1,5,5,0
SARS-CoV-2,N95 mask,Control,1,99999,-5,1,1,1,5,5,0
SARS-CoV-2,N95 mask,Control,1,99999,-5,1,1,1,5,5,0
SARS-CoV-2,N95 mask,Control,1,99999,-6,1,1,1,5,5,0
SARS-CoV-2,N95 mask,Control,1,99999,-6,1,1,1,5,5,0
SARS-CoV-2,N95 mask,Control,1,99999,-6,1,1,1,5,5,0
SARS-CoV-2,N95 mask,Control,1,99999,-6,1,1,1,5,5,0
SARS-CoV-2,N95 mask,Control,1,99999,-7,1,1,1,5,5,0
SARS-CoV-2,N95 mask,Control,1,99999,-7,1,1,1,5,5,0
SARS-CoV-2,N95 mask,Control,1,99999,-7,1,1,1,5,5,0
SARS-CoV-2,N95 mask,Control,1,99999,-7,1,1,1,5,5,0
SARS-CoV-2,N95 mask,Control,2,99999,0,1,1,1,6,6,1
SARS-CoV-2,N95 mask,Control,2,99999,0,1,1,1,6,6,1
SARS-CoV-2,N95 mask,Control,2,99999,0,1,1,1,6,6,1
SARS-CoV-2,N95 mask,Control,2,99999,0,1,1,1,6,6,1
SARS-CoV-2,N95 mask,Control,2,99999,-1,1,1,1,6,6,1
SARS-CoV-2,N95 mask,Control,2,99999,-1,1,1,1,6,6,1
SARS-CoV-2,N95 mask,Control,2,99999,-1,1,1,1,6,6,1
SARS-CoV-2,N95 mask,Control,2,99999,-1,1,1,1,6,6,1
SARS-CoV-2,N95 mask,Control,2,99999,-2,1,1,1,6,6,0
SARS-CoV-2,N95 mask,Control,2,99999,-2,1,1,1,6,6,1
SARS-CoV-2,N95 mask,Control,2,99999,-2,1,1,1,6,6,0
SARS-CoV-2,N95 mask,Control,2,99999,-2,1,1,1,6,6,1
SARS-CoV-2,N95 mask,Control,2,99999,-3,1,1,1,6,6,0
SARS-CoV-2,N95 mask,Control,2,99999,-3,1,1,1,6,6,0
SARS-CoV-2,N95 mask,Control,2,99999,-3,1,1,1,6,6,1
SARS-CoV-2,N95 mask,Control,2,99999,-3,1,1,1,6,6,0
SARS-CoV-2,N95 mask,Control,2,99999,-4,1,1,1,6,6,0
SARS-CoV-2,N95 mask,Control,2,99999,-4,1,1,1,6,6,0
SARS-CoV-2,N95 mask,Control,2,99999,-4,1,1,1,6,6,0
SARS-CoV-2,N95 mask,Control,2,99999,-4,1,1,1,6,6,0
SARS-CoV-2,N95 mask,Control,2,99999,-5,1,1,1,6,6,0
SARS-CoV-2,N95 mask,Control,2,99999,-5,1,1,1,6,6,0
SARS-CoV-2,N95 mask,Control,2,99999,-5,1,1,1,6,6,0
SARS-CoV-2,N95 mask,Control,2,99999,-5,1,1,1,6,6,0
SARS-CoV-2,N95 mask,Control,2,99999,-6,1,1,1,6,6,0
SARS-CoV-2,N95 mask,Control,2,99999,-6,1,1,1,6,6,0
SARS-CoV-2,N95 mask,Control,2,99999,-6,1,1,1,6,6,0
SARS-CoV-2,N95 mask,Control,2,99999,-6,1,1,1,6,6,0
SARS-CoV-2,N95 mask,Control,2,99999,-7,1,1,1,6,6,0
SARS-CoV-2,N95 mask,Control,2,99999,-7,1,1,1,6,6,0
SARS-CoV-2,N95 mask,Control,2,99999,-7,1,1,1,6,6,0
SARS-CoV-2,N95 mask,Control,2,99999,-7,1,1,1,6,6,0
SARS-CoV-2,N95 mask,Control,4,99999,0,1,1,1,7,7,1
SARS-CoV-2,N95 mask,Control,4,99999,0,1,1,1,7,7,1
SARS-CoV-2,N95 mask,Control,4,99999,0,1,1,1,7,7,1
SARS-CoV-2,N95 mask,Control,4,99999,0,1,1,1,7,7,1
SARS-CoV-2,N95 mask,Control,4,99999,-1,1,1,1,7,7,1
SARS-CoV-2,N95 mask,Control,4,99999,-1,1,1,1,7,7,1
SARS-CoV-2,N95 mask,Control,4,99999,-1,1,1,1,7,7,1
SARS-CoV-2,N95 mask,Control,4,99999,-1,1,1,1,7,7,1
SARS-CoV-2,N95 mask,Control,4,99999,-2,1,1,1,7,7,1
SARS-CoV-2,N95 mask,Control,4,99999,-2,1,1,1,7,7,1
SARS-CoV-2,N95 mask,Control,4,99999,-2,1,1,1,7,7,1
SARS-CoV-2,N95 mask,Control,4,99999,-2,1,1,1,7,7,1
SARS-CoV-2,N95 mask,Control,4,99999,-3,1,1,1,7,7,0
SARS-CoV-2,N95 mask,Control,4,99999,-3,1,1,1,7,7,1
SARS-CoV-2,N95 mask,Control,4,99999,-3,1,1,1,7,7,1
SARS-CoV-2,N95 mask,Control,4,99999,-3,1,1,1,7,7,0
SARS-CoV-2,N95 mask,Control,4,99999,-4,1,1,1,7,7,0
SARS-CoV-2,N95 mask,Control,4,99999,-4,1,1,1,7,7,0
SARS-CoV-2,N95 mask,Control,4,99999,-4,1,1,1,7,7,0
SARS-CoV-2,N95 mask,Control,4,99999,-4,1,1,1,7,7,0
SARS-CoV-2,N95 mask,Control,4,99999,-5,1,1,1,7,7,0
SARS-CoV-2,N95 mask,Control,4,99999,-5,1,1,1,7,7,0
SARS-CoV-2,N95 mask,Control,4,99999,-5,1,1,1,7,7,0
SARS-CoV-2,N95 mask,Control,4,99999,-5,1,1,1,7,7,0
SARS-CoV-2,N95 mask,Control,4,99999,-6,1,1,1,7,7,0
SARS-CoV-2,N95 mask,Control,4,99999,-6,1,1,1,7,7,0
SARS-CoV-2,N95 mask,Control,4,99999,-6,1,1,1,7,7,0
SARS-CoV-2,N95 mask,Control,4,99999,-6,1,1,1,7,7,0
SARS-CoV-2,N95 mask,Control,4,99999,-7,1,1,1,7,7,0
SARS-CoV-2,N95 mask,Control,4,99999,-7,1,1,1,7,7,0
SARS-CoV-2,N95 mask,Control,4,99999,-7,1,1,1,7,7,0
SARS-CoV-2,N95 mask,Control,4,99999,-7,1,1,1,7,7,0
SARS-CoV-2,N95 mask,Control,8,99999,0,1,1,1,8,8,1
SARS-CoV-2,N95 mask,Control,8,99999,0,1,1,1,8,8,1
SARS-CoV-2,N95 mask,Control,8,99999,0,1,1,1,8,8,1
SARS-CoV-2,N95 mask,Control,8,99999,0,1,1,1,8,8,1
SARS-CoV-2,N95 mask,Control,8,99999,-1,1,1,1,8,8,1
SARS-CoV-2,N95 mask,Control,8,99999,-1,1,1,1,8,8,1
SARS-CoV-2,N95 mask,Control,8,99999,-1,1,1,1,8,8,1
SARS-CoV-2,N95 mask,Control,8,99999,-1,1,1,1,8,8,1
SARS-CoV-2,N95 mask,Control,8,99999,-2,1,1,1,8,8,0
SARS-CoV-2,N95 mask,Control,8,99999,-2,1,1,1,8,8,0
SARS-CoV-2,N95 mask,Control,8,99999,-2,1,1,1,8,8,0
SARS-CoV-2,N95 mask,Control,8,99999,-2,1,1,1,8,8,0
SARS-CoV-2,N95 mask,Control,8,99999,-3,1,1,1,8,8,0
SARS-CoV-2,N95 mask,Control,8,99999,-3,1,1,1,8,8,0
SARS-CoV-2,N95 mask,Control,8,99999,-3,1,1,1,8,8,0
SARS-CoV-2,N95 mask,Control,8,99999,-3,1,1,1,8,8,0
SARS-CoV-2,N95 mask,Control,8,99999,-4,1,1,1,8,8,0
SARS-CoV-2,N95 mask,Control,8,99999,-4,1,1,1,8,8,0
SARS-CoV-2,N95 mask,Control,8,99999,-4,1,1,1,8,8,0
SARS-CoV-2,N95 mask,Control,8,99999,-4,1,1,1,8,8,0
SARS-CoV-2,N95 mask,Control,8,99999,-5,1,1,1,8,8,0
SARS-CoV-2,N95 mask,Control,8,99999,-5,1,1,1,8,8,0
SARS-CoV-2,N95 mask,Control,8,99999,-5,1,1,1,8,8,0
SARS-CoV-2,N95 mask,Control,8,99999,-5,1,1,1,8,8,0
SARS-CoV-2,N95 mask,Control,8,99999,-6,1,1,1,8,8,0
SARS-CoV-2,N95 mask,Control,8,99999,-6,1,1,1,8,8,0
SARS-CoV-2,N95 mask,Control,8,99999,-6,1,1,1,8,8,0
SARS-CoV-2,N95 mask,Control,8,99999,-6,1,1,1,8,8,0
SARS-CoV-2,N95 mask,Control,8,99999,-7,1,1,1,8,8,0
SARS-CoV-2,N95 mask,Control,8,99999,-7,1,1,1,8,8,0
SARS-CoV-2,N95 mask,Control,8,99999,-7,1,1,1,8,8,0
SARS-CoV-2,N95 mask,Control,8,99999,-7,1,1,1,8,8,0
SARS-CoV-2,N95 mask,Control,24,99999,0,1,1,1,9,9,0
SARS-CoV-2,N95 mask,Control,24,99999,0,1,1,1,9,9,0
SARS-CoV-2,N95 mask,Control,24,99999,0,1,1,1,9,9,0
SARS-CoV-2,N95 mask,Control,24,99999,0,1,1,1,9,9,0
SARS-CoV-2,N95 mask,Control,24,99999,-1,1,1,1,9,9,0
SARS-CoV-2,N95 mask,Control,24,99999,-1,1,1,1,9,9,0
SARS-CoV-2,N95 mask,Control,24,99999,-1,1,1,1,9,9,0
SARS-CoV-2,N95 mask,Control,24,99999,-1,1,1,1,9,9,0
SARS-CoV-2,N95 mask,Control,24,99999,-2,1,1,1,9,9,0
SARS-CoV-2,N95 mask,Control,24,99999,-2,1,1,1,9,9,0
SARS-CoV-2,N95 mask,Control,24,99999,-2,1,1,1,9,9,0
SARS-CoV-2,N95 mask,Control,24,99999,-2,1,1,1,9,9,0
SARS-CoV-2,N95 mask,Control,24,99999,-3,1,1,1,9,9,0
SARS-CoV-2,N95 mask,Control,24,99999,-3,1,1,1,9,9,0
SARS-CoV-2,N95 mask,Control,24,99999,-3,1,1,1,9,9,0
SARS-CoV-2,N95 mask,Control,24,99999,-3,1,1,1,9,9,0
SARS-CoV-2,N95 mask,Control,24,99999,-4,1,1,1,9,9,0
SARS-CoV-2,N95 mask,Control,24,99999,-4,1,1,1,9,9,0
SARS-CoV-2,N95 mask,Control,24,99999,-4,1,1,1,9,9,0
SARS-CoV-2,N95 mask,Control,24,99999,-4,1,1,1,9,9,0
SARS-CoV-2,N95 mask,Control,24,99999,-5,1,1,1,9,9,0
SARS-CoV-2,N95 mask,Control,24,99999,-5,1,1,1,9,9,0
SARS-CoV-2,N95 mask,Control,24,99999,-5,1,1,1,9,9,0
SARS-CoV-2,N95 mask,Control,24,99999,-5,1,1,1,9,9,0
SARS-CoV-2,N95 mask,Control,24,99999,-6,1,1,1,9,9,0
SARS-CoV-2,N95 mask,Control,24,99999,-6,1,1,1,9,9,0
SARS-CoV-2,N95 mask,Control,24,99999,-6,1,1,1,9,9,0
SARS-CoV-2,N95 mask,Control,24,99999,-6,1,1,1,9,9,0
SARS-CoV-2,N95 mask,Control,24,99999,-7,1,1,1,9,9,0
SARS-CoV-2,N95 mask,Control,24,99999,-7,1,1,1,9,9,0
SARS-CoV-2,N95 mask,Control,24,99999,-7,1,1,1,9,9,0
SARS-CoV-2,N95 mask,Control,24,99999,-7,1,1,1,9,9,0
SARS-CoV-2,N95 mask,Control,72,99999,0,1,1,1,10,10,0
SARS-CoV-2,N95 mask,Control,72,99999,0,1,1,1,10,10,0
SARS-CoV-2,N95 mask,Control,72,99999,0,1,1,1,10,10,0
SARS-CoV-2,N95 mask,Control,72,99999,0,1,1,1,10,10,0
SARS-CoV-2,N95 mask,Control,72,99999,-1,1,1,1,10,10,0
SARS-CoV-2,N95 mask,Control,72,99999,-1,1,1,1,10,10,0
SARS-CoV-2,N95 mask,Control,72,99999,-1,1,1,1,10,10,0
SARS-CoV-2,N95 mask,Control,72,99999,-1,1,1,1,10,10,0
SARS-CoV-2,N95 mask,Control,72,99999,-2,1,1,1,10,10,0
SARS-CoV-2,N95 mask,Control,72,99999,-2,1,1,1,10,10,0
SARS-CoV-2,N95 mask,Control,72,99999,-2,1,1,1,10,10,0
SARS-CoV-2,N95 mask,Control,72,99999,-2,1,1,1,10,10,0
SARS-CoV-2,N95 mask,Control,72,99999,-3,1,1,1,10,10,0
SARS-CoV-2,N95 mask,Control,72,99999,-3,1,1,1,10,10,0
SARS-CoV-2,N95 mask,Control,72,99999,-3,1,1,1,10,10,0
SARS-CoV-2,N95 mask,Control,72,99999,-3,1,1,1,10,10,0
SARS-CoV-2,N95 mask,Control,72,99999,-4,1,1,1,10,10,0
SARS-CoV-2,N95 mask,Control,72,99999,-4,1,1,1,10,10,0
SARS-CoV-2,N95 mask,Control,72,99999,-4,1,1,1,10,10,0
SARS-CoV-2,N95 mask,Control,72,99999,-4,1,1,1,10,10,0
SARS-CoV-2,N95 mask,Control,72,99999,-5,1,1,1,10,10,0
SARS-CoV-2,N95 mask,Control,72,99999,-5,1,1,1,10,10,0
SARS-CoV-2,N95 mask,Control,72,99999,-5,1,1,1,10,10,0
SARS-CoV-2,N95 mask,Control,72,99999,-5,1,1,1,10,10,0
SARS-CoV-2,N95 mask,Control,72,99999,-6,1,1,1,10,10,0
SARS-CoV-2,N95 mask,Control,72,99999,-6,1,1,1,10,10,0
SARS-CoV-2,N95 mask,Control,72,99999,-6,1,1,1,10,10,0
SARS-CoV-2,N95 mask,Control,72,99999,-6,1,1,1,10,10,0
SARS-CoV-2,N95 mask,Control,72,99999,-7,1,1,1,10,10,0
SARS-CoV-2,N95 mask,Control,72,99999,-7,1,1,1,10,10,0
SARS-CoV-2,N95 mask,Control,72,99999,-7,1,1,1,10,10,0
SARS-CoV-2,N95 mask,Control,72,99999,-7,1,1,1,10,10,0
SARS-CoV-2,N95 mask,Control,96,99999,0,1,1,1,11,11,0
SARS-CoV-2,N95 mask,Control,96,99999,0,1,1,1,11,11,0
SARS-CoV-2,N95 mask,Control,96,99999,0,1,1,1,11,11,0
SARS-CoV-2,N95 mask,Control,96,99999,0,1,1,1,11,11,0
SARS-CoV-2,N95 mask,Control,96,99999,-1,1,1,1,11,11,0
SARS-CoV-2,N95 mask,Control,96,99999,-1,1,1,1,11,11,0
SARS-CoV-2,N95 mask,Control,96,99999,-1,1,1,1,11,11,0
SARS-CoV-2,N95 mask,Control,96,99999,-1,1,1,1,11,11,0
SARS-CoV-2,N95 mask,Control,96,99999,-2,1,1,1,11,11,0
SARS-CoV-2,N95 mask,Control,96,99999,-2,1,1,1,11,11,0
SARS-CoV-2,N95 mask,Control,96,99999,-2,1,1,1,11,11,0
SARS-CoV-2,N95 mask,Control,96,99999,-2,1,1,1,11,11,0
SARS-CoV-2,N95 mask,Control,96,99999,-3,1,1,1,11,11,0
SARS-CoV-2,N95 mask,Control,96,99999,-3,1,1,1,11,11,0
SARS-CoV-2,N95 mask,Control,96,99999,-3,1,1,1,11,11,0
SARS-CoV-2,N95 mask,Control,96,99999,-3,1,1,1,11,11,0
SARS-CoV-2,N95 mask,Control,96,99999,-4,1,1,1,11,11,0
SARS-CoV-2,N95 mask,Control,96,99999,-4,1,1,1,11,11,0
SARS-CoV-2,N95 mask,Control,96,99999,-4,1,1,1,11,11,0
SARS-CoV-2,N95 mask,Control,96,99999,-4,1,1,1,11,11,0
SARS-CoV-2,N95 mask,Control,96,99999,-5,1,1,1,11,11,0
SARS-CoV-2,N95 mask,Control,96,99999,-5,1,1,1,11,11,0
SARS-CoV-2,N95 mask,Control,96,99999,-5,1,1,1,11,11,0
SARS-CoV-2,N95 mask,Control,96,99999,-5,1,1,1,11,11,0
SARS-CoV-2,N95 mask,Control,96,99999,-6,1,1,1,11,11,0
SARS-CoV-2,N95 mask,Control,96,99999,-6,1,1,1,11,11,0
