date;virus;strain;treatment;material;temperature;humidity;time;dilution;replicate;virus_detect;plate;well_row;well_col;comment
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;0;1;1;UV;A;1;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;0;1;1;UV;A;2;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;0;1;1;UV;A;3;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;0;1;1;UV;A;4;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;0;2;1;UV;A;5;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;0;2;1;UV;A;6;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;0;2;1;UV;A;7;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;0;2;1;UV;A;8;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;0;3;1;UV;A;9;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;0;3;1;UV;A;10;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;0;3;1;UV;A;11;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;0;3;1;UV;A;12;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-1;1;1;UV;B;1;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-1;1;1;UV;B;2;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-1;1;1;UV;B;3;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-1;1;1;UV;B;4;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-1;2;1;UV;B;5;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-1;2;1;UV;B;6;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-1;2;1;UV;B;7;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-1;2;1;UV;B;8;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-1;3;1;UV;B;9;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-1;3;1;UV;B;10;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-1;3;1;UV;B;11;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-1;3;1;UV;B;12;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-2;1;1;UV;C;1;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-2;1;1;UV;C;2;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-2;1;1;UV;C;3;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-2;1;1;UV;C;4;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-2;2;1;UV;C;5;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-2;2;1;UV;C;6;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-2;2;1;UV;C;7;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-2;2;1;UV;C;8;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-2;3;1;UV;C;9;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-2;3;1;UV;C;10;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-2;3;1;UV;C;11;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-2;3;1;UV;C;12;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-3;1;0;UV;D;1;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-3;1;1;UV;D;2;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-3;1;1;UV;D;3;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-3;1;1;UV;D;4;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-3;2;1;UV;D;5;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-3;2;1;UV;D;6;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-3;2;1;UV;D;7;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-3;2;1;UV;D;8;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-3;3;1;UV;D;9;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-3;3;1;UV;D;10;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-3;3;1;UV;D;11;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-3;3;0;UV;D;12;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-4;1;0;UV;E;1;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-4;1;0;UV;E;2;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-4;1;0;UV;E;3;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-4;1;0;UV;E;4;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-4;2;0;UV;E;5;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-4;2;0;UV;E;6;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-4;2;0;UV;E;7;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-4;2;0;UV;E;8;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-4;3;1;UV;E;9;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-4;3;1;UV;E;10;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-4;3;0;UV;E;11;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-4;3;0;UV;E;12;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-5;1;0;UV;F;1;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-5;1;0;UV;F;2;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-5;1;0;UV;F;3;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-5;1;0;UV;F;4;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-5;2;0;UV;F;5;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-5;2;0;UV;F;6;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-5;2;0;UV;F;7;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-5;2;0;UV;F;8;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-5;3;0;UV;F;9;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-5;3;0;UV;F;10;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-5;3;0;UV;F;11;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-5;3;0;UV;F;12;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-6;1;0;UV;G;1;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-6;1;0;UV;G;2;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-6;1;0;UV;G;3;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-6;1;0;UV;G;4;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-6;2;0;UV;G;5;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-6;2;0;UV;G;6;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-6;2;0;UV;G;7;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-6;2;0;UV;G;8;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-6;3;0;UV;G;9;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-6;3;0;UV;G;10;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-6;3;0;UV;G;11;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-6;3;0;UV;G;12;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-7;1;0;UV;H;1;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-7;1;0;UV;H;2;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-7;1;0;UV;H;3;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-7;1;0;UV;H;4;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-7;2;0;UV;H;5;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-7;2;0;UV;H;6;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-7;2;0;UV;H;7;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-7;2;0;UV;H;8;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-7;3;0;UV;H;9;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-7;3;0;UV;H;10;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-7;3;0;UV;H;11;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0;-7;3;0;UV;H;12;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;0;1;1;UV;A;1;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;0;1;1;UV;A;2;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;0;1;1;UV;A;3;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;0;1;1;UV;A;4;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;0;2;1;UV;A;5;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;0;2;1;UV;A;6;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;0;2;1;UV;A;7;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;0;2;1;UV;A;8;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;0;3;1;UV;A;9;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;0;3;1;UV;A;10;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;0;3;1;UV;A;11;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;0;3;1;UV;A;12;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-1;1;1;UV;B;1;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-1;1;1;UV;B;2;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-1;1;1;UV;B;3;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-1;1;1;UV;B;4;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-1;2;1;UV;B;5;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-1;2;1;UV;B;6;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-1;2;1;UV;B;7;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-1;2;1;UV;B;8;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-1;3;1;UV;B;9;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-1;3;1;UV;B;10;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-1;3;1;UV;B;11;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-1;3;1;UV;B;12;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-2;1;1;UV;C;1;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-2;1;1;UV;C;2;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-2;1;1;UV;C;3;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-2;1;0;UV;C;4;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-2;2;0;UV;C;5;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-2;2;0;UV;C;6;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-2;2;0;UV;C;7;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-2;2;1;UV;C;8;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-2;3;1;UV;C;9;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-2;3;0;UV;C;10;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-2;3;1;UV;C;11;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-2;3;0;UV;C;12;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-3;1;0;UV;D;1;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-3;1;0;UV;D;2;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-3;1;0;UV;D;3;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-3;1;0;UV;D;4;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-3;2;0;UV;D;5;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-3;2;0;UV;D;6;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-3;2;0;UV;D;7;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-3;2;0;UV;D;8;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-3;3;0;UV;D;9;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-3;3;0;UV;D;10;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-3;3;0;UV;D;11;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-3;3;0;UV;D;12;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-4;1;0;UV;E;1;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-4;1;0;UV;E;2;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-4;1;0;UV;E;3;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-4;1;0;UV;E;4;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
2020-04-06;SARS-CoV-2;SARS-CoV-2;UV;N95 mask;NA;NA;0.166666666666667;-4;2;0;UV;E;5;temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor
